time,gFx,gFy,gFz,TgF
10.26138,0.0007,-0.03,0.9872,0.99
10.286524,-0.0059,-0.0298,0.9885,0.99
10.308298,-0.0061,-0.0303,0.9872,0.99
10.328219,0.0002,-0.0239,0.9868,0.99
10.345002,0.0007,-0.0213,0.9677,0.97
10.3617,0.0027,-0.022,1.0019,1
10.386471,-0.0015,-0.0183,0.9848,0.98
10.406499,-0.001,-0.0193,0.9841,0.98
10.429114,-0.0017,-0.0144,0.9885,0.99
10.445313,0.0012,-0.0178,0.9941,0.99
10.469984,0.0056,-0.0232,0.9841,0.98
10.486084,0.0068,-0.0242,0.9865,0.99
10.512333,-0.0007,-0.0232,0.9819,0.98
10.529472,-0.0032,-0.0264,0.9872,0.99
10.545944,-0.002,-0.0274,0.9897,0.99
10.570049,0.0005,-0.0271,0.9848,0.99
10.585302,-0.0029,-0.0293,0.9843,0.98
10.612492,-0.0037,-0.0244,0.9921,0.99
10.629423,-0.0059,-0.0232,0.988,0.99
10.647165,-0.0015,-0.0213,0.9846,0.98
10.687106,0.0037,-0.0173,0.9894,0.99
10.687492,0.0037,-0.0173,0.9894,0.99
10.710913,-0.0005,-0.0198,0.9858,0.99
10.7296,-0.0015,-0.02,0.9855,0.99
10.747445,0.0005,-0.0213,0.9894,0.99
10.787585,0.0002,-0.0225,0.9838,0.98
10.788309,0.0005,-0.0227,0.9841,0.98
10.80692,0.0024,-0.0269,0.9897,0.99
10.83261,0.0015,-0.0252,0.9875,0.99
10.84648,-0.0024,-0.0254,0.9828,0.98
10.868292,0,-0.0254,0.9902,0.99
10.896505,0.0034,-0.0252,0.9806,0.98
10.913645,0.0017,-0.0276,0.9921,0.99
10.930798,0.0083,-0.0249,0.9916,0.99
10.948049,0.002,-0.0274,0.9797,0.98
10.969701,-0.0049,-0.0242,0.9833,0.98
10.992672,0.0061,-0.0217,0.9992,1
11.013749,0.0022,-0.0191,0.9762,0.98
11.031282,-0.0081,-0.0154,0.9882,0.99
11.070874,-0.0046,-0.0195,0.9865,0.99
11.071292,-0.0046,-0.0195,0.9865,0.99
11.092149,0.0012,-0.0244,0.9833,0.98
11.114688,0.0032,-0.031,0.9838,0.98
11.130876,-0.0007,-0.0327,0.987,0.99
11.1728,-0.0051,-0.0261,0.9885,0.99
11.173233,-0.0051,-0.0261,0.9885,0.99
11.191101,-0.0027,-0.0283,0.9863,0.99
11.214901,-0.0012,-0.023,0.976,0.98
11.231562,-0.001,-0.0261,0.9784,0.98
11.265482,0.0027,-0.0225,0.9872,0.99
11.289675,-0.0015,-0.0164,0.9843,0.98
11.313461,-0.001,-0.0181,0.996,1
11.319779,-0.0005,-0.0191,0.9973,1
11.349344,0.0012,-0.0261,0.9836,0.98
11.365477,0.0032,-0.0291,0.9836,0.98
11.389641,-0.001,-0.0327,0.9855,0.99
11.412152,-0.0017,-0.0327,0.9872,0.99
11.418464,-0.0029,-0.0337,0.9865,0.99
11.449611,0.0027,-0.0332,0.9872,0.99
11.473281,0.0005,-0.0276,1.0014,1
11.490268,-0.0024,-0.0257,0.9899,0.99
11.498885,-0.0039,-0.0239,0.9833,0.98
11.533523,-0.0037,-0.0235,0.9863,0.99
11.549995,0.0007,-0.0254,0.9846,0.98
11.573733,0.0029,-0.0227,0.9848,0.99
11.593244,0.0017,-0.0205,0.988,0.99
11.603576,0.0005,-0.0249,0.9877,0.99
11.633156,0.0024,-0.0254,0.986,0.99
