time,gFx,gFy,gFz,TgF
4.466748,-0.0107,0.996,0.1532,1.01
4.477302,-0.0073,1.0002,0.1539,1.01
4.509507,-0.011,0.9948,0.1498,1.01
4.525279,-0.0208,0.9902,0.1527,1
4.543052,-0.0139,0.9912,0.1532,1
4.564041,-0.0024,0.9926,0.1493,1
4.581277,-0.0098,0.9946,0.1437,1
4.61049,-0.011,0.996,0.151,1.01
4.626372,-0.0024,1.0004,0.1498,1.01
4.644194,-0.0115,0.9958,0.1637,1.01
4.68307,-0.0083,0.9877,0.1173,0.99
4.69336,-0.0291,0.9824,0.1493,0.99
4.711149,0.0112,0.9985,0.0906,1
4.727181,0.0054,0.9946,0.1639,1.01
4.74367,-0.0244,0.989,0.1417,1
4.779869,-0.0064,0.9999,0.1644,1.01
4.793288,0.0022,0.9999,0.1568,1.01
4.810783,-0.0098,0.9997,0.1505,1.01
4.827385,-0.0274,0.985,0.1454,1
4.84506,-0.0237,0.9863,0.1429,1
4.882014,-0.0054,0.9941,0.1437,1
4.89306,-0.0066,0.9977,0.1192,1
4.911216,-0.0166,1.0009,0.1678,1.02
4.927137,-0.0149,1.0024,0.1366,1.01
4.96485,-0.01,0.9941,0.1561,1.01
4.97831,-0.0125,0.9909,0.151,1
4.99476,-0.0154,0.9929,0.1524,1
5.011998,-0.0181,0.9904,0.1517,1
5.028489,-0.0164,0.9914,0.148,1
5.066293,-0.0169,0.9985,0.15,1.01
5.079097,-0.0147,0.9936,0.1515,1.01
5.09626,-0.0112,0.9919,0.1485,1
5.112578,-0.0115,0.9958,0.1483,1.01
5.146311,-0.0169,0.996,0.1539,1.01
5.162311,-0.0151,0.9912,0.1498,1
5.18565,-0.0154,0.9951,0.1568,1.01
5.195539,-0.0166,0.9987,0.16,1.01
5.212864,-0.0134,0.9975,0.1559,1.01
5.246445,-0.0132,0.988,0.1529,1
5.262771,-0.0188,0.9909,0.1549,1
5.288602,-0.0169,0.9931,0.1581,1.01
5.298149,-0.0115,0.9973,0.17,1.01
5.320373,-0.01,0.9921,0.1739,1.01
5.345901,-0.0188,0.9887,0.1224,1
5.366558,-0.0095,0.9882,0.106,0.99
5.379349,-0.0132,0.9938,0.1874,1.01
5.396269,-0.0042,0.9902,0.1437,1
5.42982,-0.0125,0.996,0.1612,1.01
5.447498,-0.0132,1.0053,0.1671,1.02
5.463003,-0.0127,1.0065,0.1578,1.02
5.484959,-0.0259,0.9907,0.1559,1
5.496699,-0.0254,0.9824,0.1588,1
5.530001,-0.0191,0.9846,0.1659,1
5.547175,-0.0078,0.9907,0.1593,1
5.567336,-0.0293,1.0021,0.1901,1.02
5.580625,-0.0222,1.0009,0.1537,1.01
5.597957,-0.0254,0.988,0.1632,1
5.630551,-0.0169,0.9872,0.1661,1
5.64789,-0.0239,0.9858,0.1681,1
5.663573,-0.0198,0.9885,0.1688,1
5.6853,-0.0183,0.9919,0.1673,1.01
5.713693,-0.0247,0.9992,0.1713,1.01
5.731322,-0.0173,0.9941,0.1788,1.01
5.747708,-0.011,0.9794,0.1681,0.99
5.764181,-0.0176,0.9716,0.1605,0.98
5.786955,-0.011,0.9872,0.1546,1
5.814192,-0.0242,0.9946,0.1566,1.01
5.830698,-0.0305,0.9948,0.1603,1.01
5.847955,-0.0271,0.9909,0.1703,1.01
5.864239,-0.0205,0.9868,0.1722,1
5.886855,-0.0173,0.989,0.1554,1
5.914668,-0.0203,0.988,0.1586,1
5.930744,-0.0222,0.9894,0.16,1
5.948811,-0.023,0.9894,0.1783,1.01
5.966189,-0.0154,0.9907,0.1818,1.01
5.985068,-0.0059,0.998,0.1788,1.01
6.013752,-0.0142,0.9919,0.1126,1
6.031444,-0.0088,0.9985,0.181,1.01
6.047994,-0.0176,0.9916,0.1678,1.01
6.065014,-0.0208,0.9804,0.1639,0.99
6.086933,-0.0154,0.9848,0.17,1
6.115838,-0.0122,1.0034,0.159,1.02
6.132136,-0.0198,0.9943,0.1524,1.01
6.148712,-0.0276,0.9872,0.1498,1
6.170065,-0.0247,0.9804,0.1559,0.99
