time,gFx,gFy,gFz,TgF
11.750543,0.0481,0.9416,0.0794,0.95
11.767824,0.021,1.0175,0.0779,1.02
11.784165,0.0046,1.0745,0.0279,1.07
11.82303,0.032,1.1272,-0.0066,1.13
11.845913,0.0713,1.1092,0.0369,1.11
11.846427,0.0713,1.1092,0.0369,1.11
11.868204,0.064,1.1519,0.002,1.15
11.888233,0.041,1.2237,0.0252,1.22
11.924463,0.0027,1.3,0.0843,1.3
11.946343,-0.0195,1.2467,0.0017,1.25
11.9522,-0.0315,1.2379,-0.0005,1.24
11.968945,-0.0396,1.2579,0.044,1.26
12.003606,-0.0322,1.3862,-0.03,1.39
12.020022,-0.1131,1.3058,0.0078,1.31
12.04081,-0.234,1.1006,-0.1266,1.13
12.062989,-0.2665,0.8702,-0.0804,0.91
12.085394,-0.1163,0.8299,-0.0325,0.84
12.103693,-0.0056,0.9147,0.0068,0.91
12.120267,-0.0586,0.9721,0.0127,0.97
12.141638,-0.1764,1.0048,0.0489,1.02
12.165917,-0.2238,0.9074,0.055,0.94
12.170674,-0.2111,0.8876,0.0589,0.91
12.202337,-0.1226,0.7151,0.0904,0.73
12.223386,-0.0914,0.6589,0.0342,0.67
12.246627,-0.0054,0.6801,0.0125,0.68
12.25235,0.0061,0.6897,0.0034,0.69
12.286516,-0.0833,0.7512,0.0027,0.76
12.303061,-0.1136,0.7872,0.0388,0.8
12.324788,-0.1146,0.8421,0,0.85
12.347769,-0.1185,0.9335,-0.0173,0.94
12.359655,-0.1366,0.9789,-0.0198,0.99
12.389628,-0.1984,1.0508,0.0921,1.07
12.403801,-0.2162,1.0486,0.0437,1.07
12.423189,-0.1686,1.0429,0.1051,1.06
12.442538,-0.1468,1.0261,0.087,1.04
12.452969,-0.1546,1.0085,0.0706,1.02
12.486494,-0.1879,0.9894,0.1126,1.01
12.504039,-0.1832,1.0236,0.1192,1.05
12.520504,-0.17,1.0693,0.0774,1.09
12.542204,-0.1683,1.1634,0.0344,1.18
12.568492,-0.2116,1.2364,0.0704,1.26
12.586701,-0.2511,1.2609,0.0555,1.29
12.604235,-0.2409,1.3051,0.0897,1.33
12.625336,-0.1676,1.3447,0.0572,1.36
12.649945,-0.085,1.3813,0.0586,1.39
12.671096,-0.0545,1.3288,0.0235,1.33
12.687734,-0.0149,1.2115,-0.0112,1.21
12.706008,0.023,1.0801,-0.0884,1.08
12.721842,0.0393,0.9743,-0.1136,0.98
12.737869,0.0457,0.9215,-0.0872,0.93
12.771351,0.0552,1.0329,-0.0054,1.03
12.78867,-0.0337,1.0789,-0.0139,1.08
12.804708,-0.0923,1.0596,-0.0327,1.06
12.826,-0.085,0.9472,-0.0007,0.95
12.84436,-0.0464,0.8458,0.0413,0.85
12.872019,-0.0186,0.7222,-0.0655,0.73
12.888603,-0.012,0.7112,0.0508,0.71
12.905604,-0.0037,0.6975,-0.0547,0.7
12.925985,-0.0217,0.7004,-0.0613,0.7
12.947238,0.0154,0.7363,-0.0352,0.74
12.973195,0.0608,0.7749,0.0682,0.78
12.988518,0.0347,0.7984,0.0655,0.8
13.006496,-0.0188,0.8414,0.001,0.84
13.022793,-0.0657,0.8768,-0.0005,0.88
13.044344,-0.1031,0.8832,0.0034,0.89
13.069044,-0.0181,0.9037,0.0503,0.91
13.08963,0.0379,0.9623,0.0342,0.96
13.10611,0.0391,1.0454,0.0726,1.05
13.122865,-0.0044,1.0991,0.0872,1.1
13.144259,-0.0398,1.1431,0.0708,1.15
13.165623,0.0105,1.1392,0.0547,1.14
13.189865,0.0691,1.1358,0.085,1.14
13.206745,0.066,1.157,0.098,1.16
13.228258,0.0205,1.2061,0.0882,1.21
13.249572,-0.0327,1.246,0.0623,1.25
13.27267,-0.0787,1.2941,0.0689,1.3
13.290785,-0.0701,1.3456,0.0344,1.35
13.306781,-0.096,1.3346,-0.0205,1.34
13.327479,-0.0735,1.32,-0.0178,1.32
13.348467,-0.1412,1.2408,-0.0283,1.25
13.374341,-0.2038,1.1072,-0.0156,1.13
13.390524,-0.2619,1.0014,-0.0547,1.04
13.406969,-0.2734,0.9196,-0.1649,0.97
13.428411,-0.1837,0.8861,-0.1302,0.91
13.450524,-0.0814,0.9071,-0.0491,0.91
13.473884,-0.0638,0.9601,-0.0528,0.96
